,addr_mask,chksum,code,gw,id,len,ptr,reserved,seq,time,ts_ori,ts_rx,ts_tx,type,unused
445,,,,,,1514,,,,1488942621.058629,,,,,
446,,,,,,1514,,,,1488942621.05863,,,,,
447,,,,,,1514,,,,1488942621.058631,,,,,
448,,,,,,1514,,,,1488942621.058632,,,,,
449,,,,,,1514,,,,1488942621.058633,,,,,
450,,,,,,242,,,,1488942621.058634,,,,,
451,,64457.0,0.0,,17631.0,1514,,,20.0,1488942622.082433,,,,8.0,
452,,,,,,1514,,,,1488942622.082446,,,,,
453,,,,,,1514,,,,1488942622.082459,,,,,
454,,,,,,1514,,,,1488942622.082461,,,,,
455,,,,,,1514,,,,1488942622.082463,,,,,
456,,,,,,1514,,,,1488942622.082465,,,,,
457,,,,,,1514,,,,1488942622.082518,,,,,
458,,,,,,1514,,,,1488942622.082525,,,,,
459,,,,,,1514,,,,1488942622.082528,,,,,
460,,,,,,1514,,,,1488942622.082533,,,,,
461,,,,,,242,,,,1488942622.082535,,,,,
462,,970.0,0.0,,17631.0,1514,,,20.0,1488942622.082567,,,,0.0,
463,,,,,,1514,,,,1488942622.082577,,,,,
464,,,,,,1514,,,,1488942622.082578,,,,,
465,,,,,,1514,,,,1488942622.082579,,,,,
466,,,,,,1514,,,,1488942622.08258,,,,,
467,,,,,,1514,,,,1488942622.082581,,,,,
468,,,,,,1514,,,,1488942622.082582,,,,,
469,,,,,,1514,,,,1488942622.082583,,,,,
470,,,,,,1514,,,,1488942622.082585,,,,,
471,,,,,,1514,,,,1488942622.082586,,,,,
472,,,,,,242,,,,1488942622.082587,,,,,
473,,12907.0,0.0,,17631.0,1514,,,21.0,1488942623.106437,,,,8.0,
474,,,,,,1514,,,,1488942623.106451,,,,,
475,,,,,,1514,,,,1488942623.106455,,,,,
476,,,,,,1514,,,,1488942623.106457,,,,,
477,,,,,,1514,,,,1488942623.106459,,,,,
478,,,,,,1514,,,,1488942623.10646,,,,,
479,,,,,,1514,,,,1488942623.106491,,,,,
480,,,,,,1514,,,,1488942623.106494,,,,,
481,,,,,,1514,,,,1488942623.106503,,,,,
482,,,,,,1514,,,,1488942623.106506,,,,,
483,,,,,,242,,,,1488942623.106508,,,,,
484,,14955.0,0.0,,17631.0,1514,,,21.0,1488942623.106553,,,,0.0,
485,,,,,,1514,,,,1488942623.106564,,,,,
486,,,,,,1514,,,,1488942623.106565,,,,,
487,,,,,,1514,,,,1488942623.106567,,,,,
488,,,,,,1514,,,,1488942623.106568,,,,,
489,,,,,,1514,,,,1488942623.106569,,,,,
490,,,,,,1514,,,,1488942623.10657,,,,,
491,,,,,,1514,,,,1488942623.106571,,,,,
492,,,,,,1514,,,,1488942623.106572,,,,,
493,,,,,,1514,,,,1488942623.106573,,,,,
494,,,,,,242,,,,1488942623.106574,,,,,
495,,29196.0,0.0,,17631.0,1514,,,22.0,1488942624.130457,,,,8.0,
496,,,,,,1514,,,,1488942624.130476,,,,,
497,,,,,,1514,,,,1488942624.13048,,,,,
498,,,,,,1514,,,,1488942624.130483,,,,,
499,,,,,,1514,,,,1488942624.130485,,,,,
500,,,,,,1514,,,,1488942624.130487,,,,,
501,,,,,,1514,,,,1488942624.130489,,,,,
502,,,,,,1514,,,,1488942624.130492,,,,,
503,,,,,,1514,,,,1488942624.130494,,,,,
504,,,,,,1514,,,,1488942624.130497,,,,,
505,,,,,,242,,,,1488942624.130503,,,,,
506,,31244.0,0.0,,17631.0,1514,,,22.0,1488942624.130547,,,,0.0,
507,,,,,,1514,,,,1488942624.13056,,,,,
508,,,,,,1514,,,,1488942624.130561,,,,,
509,,,,,,1514,,,,1488942624.130563,,,,,
510,,,,,,1514,,,,1488942624.130564,,,,,
511,,,,,,1514,,,,1488942624.130565,,,,,
512,,,,,,1514,,,,1488942624.130566,,,,,
513,,,,,,1514,,,,1488942624.130567,,,,,
514,,,,,,1514,,,,1488942624.130568,,,,,
515,,,,,,1514,,,,1488942624.130569,,,,,
516,,,,,,242,,,,1488942624.13057,,,,,
517,,45997.0,0.0,,17631.0,1514,,,23.0,1488942625.154338,,,,8.0,
518,,,,,,1514,,,,1488942625.154357,,,,,
519,,,,,,1514,,,,1488942625.154362,,,,,
520,,,,,,1514,,,,1488942625.154364,,,,,
521,,,,,,1514,,,,1488942625.154373,,,,,
522,,,,,,1514,,,,1488942625.154375,,,,,
523,,,,,,1514,,,,1488942625.154391,,,,,
524,,,,,,1514,,,,1488942625.154394,,,,,
525,,,,,,1514,,,,1488942625.154395,,,,,
526,,,,,,1514,,,,1488942625.154397,,,,,
527,,,,,,242,,,,1488942625.154399,,,,,
528,,48045.0,0.0,,17631.0,1514,,,23.0,1488942625.154434,,,,0.0,
529,,,,,,1514,,,,1488942625.154444,,,,,
530,,,,,,1514,,,,1488942625.154446,,,,,
531,,,,,,1514,,,,1488942625.154447,,,,,
532,,,,,,1514,,,,1488942625.154448,,,,,
533,,,,,,1514,,,,1488942625.154449,,,,,
534,,,,,,1514,,,,1488942625.15445,,,,,
535,,,,,,1514,,,,1488942625.154451,,,,,
536,,,,,,1514,,,,1488942625.154452,,,,,
537,,,,,,1514,,,,1488942625.154454,,,,,
538,,,,,,242,,,,1488942625.154454,,,,,
539,,61774.0,0.0,,17631.0,1514,,,24.0,1488942626.178308,,,,8.0,
540,,,,,,1514,,,,1488942626.178334,,,,,
541,,,,,,1514,,,,1488942626.178337,,,,,
542,,,,,,1514,,,,1488942626.178339,,,,,
543,,,,,,1514,,,,1488942626.17834,,,,,
544,,,,,,1514,,,,1488942626.178342,,,,,
545,,,,,,1514,,,,1488942626.178343,,,,,
546,,,,,,1514,,,,1488942626.178351,,,,,
547,,,,,,1514,,,,1488942626.178354,,,,,
548,,,,,,1514,,,,1488942626.178356,,,,,
549,,,,,,242,,,,1488942626.178359,,,,,
550,,63822.0,0.0,,17631.0,1514,,,24.0,1488942626.178392,,,,0.0,
551,,,,,,1514,,,,1488942626.178405,,,,,
552,,,,,,1514,,,,1488942626.178407,,,,,
553,,,,,,1514,,,,1488942626.178408,,,,,
554,,,,,,1514,,,,1488942626.17841,,,,,
555,,,,,,1514,,,,1488942626.178411,,,,,
556,,,,,,1514,,,,1488942626.178413,,,,,
557,,,,,,1514,,,,1488942626.178414,,,,,
558,,,,,,1514,,,,1488942626.178415,,,,,
559,,,,,,1514,,,,1488942626.178417,,,,,
560,,,,,,242,,,,1488942626.178418,,,,,
561,,12272.0,0.0,,17631.0,1514,,,25.0,1488942627.202257,,,,8.0,
562,,,,,,1514,,,,1488942627.202269,,,,,
563,,,,,,1514,,,,1488942627.202297,,,,,
564,,,,,,1514,,,,1488942627.202301,,,,,
565,,,,,,1514,,,,1488942627.202303,,,,,
566,,,,,,1514,,,,1488942627.202305,,,,,
567,,,,,,1514,,,,1488942627.202344,,,,,
568,,,,,,1514,,,,1488942627.202354,,,,,
569,,,,,,1514,,,,1488942627.202357,,,,,
570,,,,,,1514,,,,1488942627.20236,,,,,
571,,,,,,242,,,,1488942627.202362,,,,,
572,,14320.0,0.0,,17631.0,1514,,,25.0,1488942627.202403,,,,0.0,
573,,,,,,1514,,,,1488942627.202413,,,,,
574,,,,,,1514,,,,1488942627.202415,,,,,
575,,,,,,1514,,,,1488942627.202417,,,,,
576,,,,,,1514,,,,1488942627.202418,,,,,
577,,,,,,1514,,,,1488942627.20242,,,,,
578,,,,,,1514,,,,1488942627.202421,,,,,
579,,,,,,1514,,,,1488942627.202423,,,,,
580,,,,,,1514,,,,1488942627.202424,,,,,
581,,,,,,1514,,,,1488942627.202425,,,,,
582,,,,,,242,,,,1488942627.202427,,,,,
583,,30353.0,0.0,,17631.0,1514,,,26.0,1488942628.22619,,,,8.0,
584,,,,,,1514,,,,1488942628.226203,,,,,
585,,,,,,1514,,,,1488942628.226209,,,,,
586,,,,,,1514,,,,1488942628.226212,,,,,
587,,,,,,1514,,,,1488942628.226214,,,,,
588,,,,,,1514,,,,1488942628.226216,,,,,
589,,,,,,1514,,,,1488942628.226262,,,,,
590,,,,,,1514,,,,1488942628.226273,,,,,
591,,,,,,1514,,,,1488942628.226275,,,,,
592,,,,,,1514,,,,1488942628.226277,,,,,
593,,,,,,242,,,,1488942628.22628,,,,,
594,,32401.0,0.0,,17631.0,1514,,,26.0,1488942628.226324,,,,0.0,
595,,,,,,1514,,,,1488942628.226334,,,,,
596,,,,,,1514,,,,1488942628.226335,,,,,
597,,,,,,1514,,,,1488942628.226336,,,,,
598,,,,,,1514,,,,1488942628.226338,,,,,
599,,,,,,1514,,,,1488942628.226339,,,,,
600,,,,,,1514,,,,1488942628.22634,,,,,
601,,,,,,1514,,,,1488942628.226341,,,,,
602,,,,,,1514,,,,1488942628.226342,,,,,
603,,,,,,1514,,,,1488942628.226343,,,,,
604,,,,,,242,,,,1488942628.226344,,,,,
605,,43314.0,0.0,,17631.0,1514,,,27.0,1488942629.250197,,,,8.0,
606,,,,,,1514,,,,1488942629.250216,,,,,
607,,,,,,1514,,,,1488942629.250226,,,,,
608,,,,,,1514,,,,1488942629.250229,,,,,
609,,,,,,1514,,,,1488942629.25023,,,,,
610,,,,,,1514,,,,1488942629.250232,,,,,
611,,,,,,1514,,,,1488942629.250233,,,,,
612,,,,,,1514,,,,1488942629.250256,,,,,
613,,,,,,1514,,,,1488942629.250259,,,,,
614,,,,,,1514,,,,1488942629.250261,,,,,
615,,,,,,242,,,,1488942629.250263,,,,,
616,,45362.0,0.0,,17631.0,1514,,,27.0,1488942629.250307,,,,0.0,
617,,,,,,1514,,,,1488942629.250315,,,,,
618,,,,,,1514,,,,1488942629.250317,,,,,
619,,,,,,1514,,,,1488942629.250318,,,,,
620,,,,,,1514,,,,1488942629.250319,,,,,
621,,,,,,1514,,,,1488942629.25032,,,,,
622,,,,,,1514,,,,1488942629.250321,,,,,
623,,,,,,1514,,,,1488942629.250322,,,,,
624,,,,,,1514,,,,1488942629.250323,,,,,
625,,,,,,1514,,,,1488942629.250324,,,,,
626,,,,,,242,,,,1488942629.250325,,,,,
627,,59603.0,0.0,,17631.0,1514,,,28.0,1488942630.274159,,,,8.0,
628,,,,,,1514,,,,1488942630.274173,,,,,
629,,,,,,1514,,,,1488942630.274259,,,,,
630,,,,,,1514,,,,1488942630.274274,,,,,
631,,,,,,1514,,,,1488942630.274277,,,,,
632,,,,,,1514,,,,1488942630.274283,,,,,
633,,,,,,1514,,,,1488942630.274288,,,,,
634,,,,,,1514,,,,1488942630.274295,,,,,
635,,,,,,1514,,,,1488942630.274301,,,,,
636,,,,,,1514,,,,1488942630.274307,,,,,
637,,,,,,242,,,,1488942630.27431,,,,,
638,,61651.0,0.0,,17631.0,1514,,,28.0,1488942630.274349,,,,0.0,
639,,,,,,1514,,,,1488942630.274364,,,,,
640,,,,,,1514,,,,1488942630.274366,,,,,
641,,,,,,1514,,,,1488942630.274369,,,,,
642,,,,,,1514,,,,1488942630.274371,,,,,
643,,,,,,1514,,,,1488942630.274372,,,,,
644,,,,,,1514,,,,1488942630.274375,,,,,
645,,,,,,1514,,,,1488942630.274376,,,,,
646,,,,,,1514,,,,1488942630.274379,,,,,
647,,,,,,1514,,,,1488942630.27438,,,,,
648,,,,,,242,,,,1488942630.274381,,,,,
649,,13685.0,0.0,,17631.0,1514,,,29.0,1488942631.298064,,,,8.0,
650,,,,,,1514,,,,1488942631.298087,,,,,
651,,,,,,1514,,,,1488942631.298089,,,,,
652,,,,,,1514,,,,1488942631.298091,,,,,
653,,,,,,1514,,,,1488942631.298096,,,,,
654,,,,,,1514,,,,1488942631.298097,,,,,
655,,,,,,1514,,,,1488942631.29815,,,,,
656,,,,,,1514,,,,1488942631.298155,,,,,
657,,,,,,1514,,,,1488942631.298161,,,,,
658,,,,,,1514,,,,1488942631.298164,,,,,
659,,,,,,242,,,,1488942631.298169,,,,,
660,,15733.0,0.0,,17631.0,1514,,,29.0,1488942631.298209,,,,0.0,
661,,,,,,1514,,,,1488942631.298242,,,,,
662,,,,,,1514,,,,1488942631.298258,,,,,
663,,,,,,1514,,,,1488942631.298271,,,,,
664,,,,,,1514,,,,1488942631.298284,,,,,
665,,,,,,1514,,,,1488942631.298304,,,,,
666,,,,,,1514,,,,1488942631.298317,,,,,
667,,,,,,1514,,,,1488942631.29833,,,,,
668,,,,,,1514,,,,1488942631.298345,,,,,
669,,,,,,1514,,,,1488942631.298357,,,,,
670,,,,,,242,,,,1488942631.298369,,,,,
671,,25110.0,0.0,,17631.0,1514,,,30.0,1488942632.322089,,,,8.0,
672,,,,,,1514,,,,1488942632.32212,,,,,
673,,,,,,1514,,,,1488942632.322124,,,,,
674,,,,,,1514,,,,1488942632.322126,,,,,
675,,,,,,1514,,,,1488942632.322129,,,,,
676,,,,,,1514,,,,1488942632.322133,,,,,
677,,,,,,1514,,,,1488942632.322135,,,,,
678,,,,,,1514,,,,1488942632.322137,,,,,
679,,,,,,1514,,,,1488942632.32214,,,,,
680,,,,,,1514,,,,1488942632.322142,,,,,
681,,,,,,242,,,,1488942632.322145,,,,,
682,,27158.0,0.0,,17631.0,1514,,,30.0,1488942632.322185,,,,0.0,
683,,,,,,1514,,,,1488942632.32223,,,,,
684,,,,,,1514,,,,1488942632.322252,,,,,
685,,,,,,1514,,,,1488942632.32228,,,,,
686,,,,,,1514,,,,1488942632.3223,,,,,
687,,,,,,1514,,,,1488942632.322318,,,,,
688,,,,,,1514,,,,1488942632.322337,,,,,
689,,,,,,1514,,,,1488942632.322353,,,,,
690,,,,,,1514,,,,1488942632.32237,,,,,
691,,,,,,1514,,,,1488942632.322386,,,,,
692,,,,,,242,,,,1488942632.322402,,,,,
693,,41911.0,0.0,,17631.0,1514,,,31.0,1488942633.346035,,,,8.0,
694,,,,,,1514,,,,1488942633.346049,,,,,
695,,,,,,1514,,,,1488942633.346055,,,,,
696,,,,,,1514,,,,1488942633.346057,,,,,
697,,,,,,1514,,,,1488942633.34606,,,,,
698,,,,,,1514,,,,1488942633.346062,,,,,
699,,,,,,1514,,,,1488942633.346098,,,,,
700,,,,,,1514,,,,1488942633.346108,,,,,
701,,,,,,1514,,,,1488942633.34611,,,,,
702,,,,,,1514,,,,1488942633.346113,,,,,
703,,,,,,242,,,,1488942633.346115,,,,,
704,,43959.0,0.0,,17631.0,1514,,,31.0,1488942633.346158,,,,0.0,
705,,,,,,1514,,,,1488942633.346167,,,,,
706,,,,,,1514,,,,1488942633.346169,,,,,
707,,,,,,1514,,,,1488942633.34617,,,,,
708,,,,,,1514,,,,1488942633.346171,,,,,
709,,,,,,1514,,,,1488942633.346172,,,,,
710,,,,,,1514,,,,1488942633.346173,,,,,
711,,,,,,1514,,,,1488942633.346174,,,,,
712,,,,,,1514,,,,1488942633.346175,,,,,
713,,,,,,1514,,,,1488942633.346177,,,,,
714,,,,,,242,,,,1488942633.346178,,,,,
715,,57688.0,0.0,,17631.0,1514,,,32.0,1488942634.370023,,,,8.0,
716,,,,,,1514,,,,1488942634.370046,,,,,
717,,,,,,1514,,,,1488942634.370048,,,,,
718,,,,,,1514,,,,1488942634.37005,,,,,
719,,,,,,1514,,,,1488942634.370056,,,,,
720,,,,,,1514,,,,1488942634.370058,,,,,
721,,,,,,1514,,,,1488942634.37006,,,,,
722,,,,,,1514,,,,1488942634.370061,,,,,
723,,,,,,1514,,,,1488942634.370063,,,,,
724,,,,,,1514,,,,1488942634.370064,,,,,
725,,,,,,242,,,,1488942634.370066,,,,,
726,,59736.0,0.0,,17631.0,1514,,,32.0,1488942634.370099,,,,0.0,
727,,,,,,1514,,,,1488942634.370112,,,,,
728,,,,,,1514,,,,1488942634.370114,,,,,
729,,,,,,1514,,,,1488942634.370115,,,,,
730,,,,,,1514,,,,1488942634.370116,,,,,
731,,,,,,1514,,,,1488942634.370117,,,,,
732,,,,,,1514,,,,1488942634.370119,,,,,
733,,,,,,1514,,,,1488942634.37012,,,,,
734,,,,,,1514,,,,1488942634.370121,,,,,
735,,,,,,1514,,,,1488942634.370122,,,,,
736,,,,,,242,,,,1488942634.370123,,,,,
737,,9978.0,0.0,,17631.0,1514,,,33.0,1488942635.394013,,,,8.0,
738,,,,,,1514,,,,1488942635.394037,,,,,
739,,,,,,1514,,,,1488942635.394041,,,,,
740,,,,,,1514,,,,1488942635.394043,,,,,
741,,,,,,1514,,,,1488942635.394044,,,,,
742,,,,,,1514,,,,1488942635.394047,,,,,
743,,,,,,1514,,,,1488942635.394048,,,,,
744,,,,,,1514,,,,1488942635.394049,,,,,
745,,,,,,1514,,,,1488942635.394051,,,,,
746,,,,,,1514,,,,1488942635.394065,,,,,
747,,,,,,242,,,,1488942635.394068,,,,,
748,,12026.0,0.0,,17631.0,1514,,,33.0,1488942635.394101,,,,0.0,
749,,,,,,1514,,,,1488942635.394111,,,,,
750,,,,,,1514,,,,1488942635.394113,,,,,
751,,,,,,1514,,,,1488942635.394114,,,,,
752,,,,,,1514,,,,1488942635.394115,,,,,
753,,,,,,1514,,,,1488942635.394116,,,,,
754,,,,,,1514,,,,1488942635.394117,,,,,
755,,,,,,1514,,,,1488942635.394118,,,,,
756,,,,,,1514,,,,1488942635.394119,,,,,
757,,,,,,1514,,,,1488942635.39412,,,,,
758,,,,,,242,,,,1488942635.394121,,,,,
759,,24731.0,0.0,,17631.0,1514,,,34.0,1488942636.417905,,,,8.0,
760,,,,,,1514,,,,1488942636.417925,,,,,
761,,,,,,1514,,,,1488942636.417927,,,,,
762,,,,,,1514,,,,1488942636.417929,,,,,
763,,,,,,1514,,,,1488942636.41793,,,,,
764,,,,,,1514,,,,1488942636.417932,,,,,
765,,,,,,1514,,,,1488942636.417947,,,,,
766,,,,,,1514,,,,1488942636.417949,,,,,
767,,,,,,1514,,,,1488942636.417951,,,,,
768,,,,,,1514,,,,1488942636.417953,,,,,
769,,,,,,242,,,,1488942636.417955,,,,,
770,,26779.0,0.0,,17631.0,1514,,,34.0,1488942636.417988,,,,0.0,
771,,,,,,1514,,,,1488942636.417999,,,,,
772,,,,,,1514,,,,1488942636.418,,,,,
773,,,,,,1514,,,,1488942636.418002,,,,,
774,,,,,,1514,,,,1488942636.418003,,,,,
775,,,,,,1514,,,,1488942636.418004,,,,,
776,,,,,,1514,,,,1488942636.418005,,,,,
777,,,,,,1514,,,,1488942636.418006,,,,,
778,,,,,,1514,,,,1488942636.418007,,,,,
779,,,,,,1514,,,,1488942636.418008,,,,,
780,,,,,,242,,,,1488942636.418009,,,,,
781,,41020.0,0.0,,17631.0,1514,,,35.0,1488942637.441877,,,,8.0,
782,,,,,,1514,,,,1488942637.441892,,,,,
783,,,,,,1514,,,,1488942637.441904,,,,,
784,,,,,,1514,,,,1488942637.441907,,,,,
785,,,,,,1514,,,,1488942637.441908,,,,,
786,,,,,,1514,,,,1488942637.44191,,,,,
787,,,,,,1514,,,,1488942637.441941,,,,,
788,,,,,,1514,,,,1488942637.441944,,,,,
789,,,,,,1514,,,,1488942637.441946,,,,,
790,,,,,,1514,,,,1488942637.441947,,,,,
791,,,,,,242,,,,1488942637.441949,,,,,
792,,43068.0,0.0,,17631.0,1514,,,35.0,1488942637.441983,,,,0.0,
793,,,,,,1514,,,,1488942637.441992,,,,,
794,,,,,,1514,,,,1488942637.441993,,,,,
795,,,,,,1514,,,,1488942637.441994,,,,,
796,,,,,,1514,,,,1488942637.441996,,,,,
797,,,,,,1514,,,,1488942637.441997,,,,,
798,,,,,,1514,,,,1488942637.441998,,,,,
799,,,,,,1514,,,,1488942637.441999,,,,,
800,,,,,,1514,,,,1488942637.442,,,,,
801,,,,,,1514,,,,1488942637.442001,,,,,
802,,,,,,242,,,,1488942637.442002,,,,,
803,,63441.0,0.0,,1.0,60,,,45.0,1488942656.306623,,,,8.0,
804,,65489.0,0.0,,1.0,42,,,45.0,1488942656.306658,,,,0.0,
805,,63440.0,0.0,,1.0,60,,,46.0,1488942657.296782,,,,8.0,
806,,65488.0,0.0,,1.0,42,,,46.0,1488942657.296813,,,,0.0,
807,,63439.0,0.0,,1.0,60,,,47.0,1488942658.296734,,,,8.0,
808,,65487.0,0.0,,1.0,42,,,47.0,1488942658.296764,,,,0.0,
809,,63438.0,0.0,,1.0,60,,,48.0,1488942659.296749,,,,8.0,
810,,65486.0,0.0,,1.0,42,,,48.0,1488942659.296776,,,,0.0,
811,,63437.0,0.0,,1.0,60,,,49.0,1488942669.010335,,,,8.0,
812,,65485.0,0.0,,1.0,42,,,49.0,1488942669.010372,,,,0.0,
813,,63436.0,0.0,,1.0,60,,,50.0,1488942669.999846,,,,8.0,
814,,65484.0,0.0,,1.0,42,,,50.0,1488942669.999868,,,,0.0,
815,,63435.0,0.0,,1.0,60,,,51.0,1488942670.999826,,,,8.0,
816,,65483.0,0.0,,1.0,42,,,51.0,1488942670.999859,,,,0.0,
817,,63434.0,0.0,,1.0,60,,,52.0,1488942671.999796,,,,8.0,
818,,65482.0,0.0,,1.0,42,,,52.0,1488942671.999823,,,,0.0,
819,,15689.0,0.0,,17635.0,1514,,,1.0,1488942676.514334,,,,8.0,
820,,,,,,1514,,,,1488942676.514346,,,,,
821,,,,,,1514,,,,1488942676.514355,,,,,
822,,,,,,1514,,,,1488942676.514358,,,,,
823,,,,,,1514,,,,1488942676.51436,,,,,
824,,,,,,1514,,,,1488942676.514362,,,,,
825,,,,,,1514,,,,1488942676.514364,,,,,
826,,,,,,1514,,,,1488942676.514366,,,,,
827,,,,,,1514,,,,1488942676.51437,,,,,
828,,,,,,1514,,,,1488942676.514372,,,,,
829,,,,,,1514,,,,1488942676.514428,,,,,
830,,,,,,1514,,,,1488942676.514432,,,,,
831,,,,,,1514,,,,1488942676.514435,,,,,
832,,,,,,1514,,,,1488942676.514437,,,,,
833,,,,,,1514,,,,1488942676.514472,,,,,
834,,,,,,1514,,,,1488942676.514474,,,,,
835,,,,,,1514,,,,1488942676.514476,,,,,
836,,,,,,1514,,,,1488942676.514478,,,,,
837,,,,,,1514,,,,1488942676.514525,,,,,
838,,,,,,1514,,,,1488942676.514528,,,,,
839,,,,,,1514,,,,1488942676.514548,,,,,
840,,,,,,1514,,,,1488942676.51455,,,,,
841,,,,,,1514,,,,1488942676.514571,,,,,
842,,,,,,1514,,,,1488942676.514585,,,,,
843,,,,,,1514,,,,1488942676.514588,,,,,
844,,,,,,1514,,,,1488942676.514595,,,,,
845,,,,,,1514,,,,1488942676.514631,,,,,
846,,,,,,1514,,,,1488942676.514633,,,,,
847,,,,,,1514,,,,1488942676.514638,,,,,
848,,,,,,1514,,,,1488942676.51464,,,,,
849,,,,,,1514,,,,1488942676.514643,,,,,
850,,,,,,1514,,,,1488942676.514685,,,,,
851,,,,,,1514,,,,1488942676.514688,,,,,
852,,,,,,1514,,,,1488942676.514693,,,,,
853,,,,,,1514,,,,1488942676.514695,,,,,
854,,,,,,1514,,,,1488942676.514732,,,,,
855,,,,,,1514,,,,1488942676.514735,,,,,
856,,,,,,282,,,,1488942676.514737,,,,,
857,,17737.0,0.0,,17635.0,1514,,,1.0,1488942676.514814,,,,0.0,
858,,,,,,1514,,,,1488942676.514826,,,,,
859,,,,,,1514,,,,1488942676.514827,,,,,
860,,,,,,1514,,,,1488942676.514831,,,,,
861,,,,,,1514,,,,1488942676.514833,,,,,
862,,,,,,1514,,,,1488942676.514834,,,,,
863,,,,,,1514,,,,1488942676.514837,,,,,
864,,,,,,1514,,,,1488942676.514838,,,,,
865,,,,,,1514,,,,1488942676.514841,,,,,
866,,,,,,1514,,,,1488942676.514843,,,,,
867,,,,,,1514,,,,1488942676.514844,,,,,
868,,,,,,1514,,,,1488942676.514847,,,,,
869,,,,,,1514,,,,1488942676.514848,,,,,
870,,,,,,1514,,,,1488942676.514851,,,,,
871,,,,,,1514,,,,1488942676.514853,,,,,
872,,,,,,1514,,,,1488942676.514854,,,,,
873,,,,,,1514,,,,1488942676.514856,,,,,
874,,,,,,1514,,,,1488942676.514858,,,,,
875,,,,,,1514,,,,1488942676.514862,,,,,
876,,,,,,1514,,,,1488942676.514865,,,,,
877,,,,,,1514,,,,1488942676.514867,,,,,
878,,,,,,1514,,,,1488942676.51487,,,,,
879,,,,,,1514,,,,1488942676.514871,,,,,
880,,,,,,1514,,,,1488942676.514872,,,,,
881,,,,,,1514,,,,1488942676.514876,,,,,
882,,,,,,1514,,,,1488942676.514878,,,,,
883,,,,,,1514,,,,1488942676.514882,,,,,
884,,,,,,1514,,,,1488942676.514884,,,,,
885,,,,,,1514,,,,1488942676.514885,,,,,
886,,,,,,1514,,,,1488942676.514888,,,,,
887,,,,,,1514,,,,1488942676.514889,,,,,
888,,,,,,1514,,,,1488942676.514892,,,,,
889,,,,,,1514,,,,1488942676.514894,,,,,
890,,,,,,1514,,,,1488942676.514895,,,,,
891,,,,,,1514,,,,1488942676.514898,,,,,
